nu,[0]Isovaleraldehyde-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
658.372478,0.9815071308841111
658.613532,0.9811813246034928
658.854586,0.9804290470628385
659.09564,0.9782881699971241
659.336694,0.9780563431733985
659.577748,0.9768482123119133
659.818802,0.9754230545402668
660.059856,0.9738636255288896
660.30091,0.9741606992361134
660.541964,0.9717885882296473
660.783018,0.9710017581823703
661.024072,0.9694969017732484
661.265126,0.9680389063528332
661.50618,0.9659675861912814
661.747234,0.9644589581540033
661.988288,0.9639296155038295
662.229342,0.9614458824891451
662.470396,0.9592370980352478
662.71145,0.9582639663286285
662.952504,0.9557881413082027
663.193558,0.9531690536800548
663.434612,0.9525906556260395
663.675666,0.9507197021469759
663.91672,0.9482017337986729
664.157774,0.9464766296254848
664.398828,0.9439444121545061
664.639882,0.9420536996807838
664.880936,0.9395088878328757
665.12199,0.9367610924112619
665.363044,0.9352915314034275
665.604098,0.932949692256118
665.845152,0.9299392663195908
666.086206,0.9274633500983815
666.32726,0.9257880113240269
666.568314,0.9238107909575513
666.809368,0.9218986366746268
667.050422,0.9193126571128872
667.291476,0.9172171774809706
667.53253,0.9143763781541234
667.773584,0.9137136955314393
668.014638,0.910680642738423
668.255692,0.908734778687121
668.496746,0.9070234270849157
668.7378,0.9058966973726363
668.978854,0.9042042534767843
669.219908,0.9023525334187043
669.460962,0.9005586373957444
669.702016,0.9000454652403873
669.94307,0.8975916920446702
670.184124,0.8969546281277709
670.425178,0.8957624714322974
670.666232,0.8944019467364355
670.907286,0.8935079918416426
671.14834,0.8927131234977845
671.389394,0.8904841280942295
671.630448,0.8896474663064673
671.871502,0.8902170229235801
672.112556,0.8906889629988022
672.35361,0.8889982606449602
672.594664,0.8876923932495019
672.835718,0.8876480097394364
673.076772,0.8872575305268775
673.317826,0.8868140126503232
673.55888,0.8857327592535733
673.799934,0.8870446142705238
674.040988,0.8860250992975812
674.282042,0.884820924187215
674.523096,0.8855733417049174
674.76415,0.8864504934316687
675.005204,0.88617573636825
675.246258,0.8870623553402194
675.487312,0.8870889676100616
675.728366,0.8866898673789239
675.96942,0.887248657995935
676.210474,0.8863973079976417
676.451528,0.8859453606269384
676.692582,0.8834063426755022
676.933636,0.8826381133855717
677.17469,0.8803726458069415
677.415744,0.8783676827009924
677.656798,0.8755964217220622
677.897852,0.876095653950112
678.138906,0.8798973729134361
678.37996,0.8800293674187135
678.621014,0.8778408201659382
678.862068,0.8781920267306348
679.103122,0.8761657444060089
679.344176,0.8692452261739627
679.58523,0.8723714247047274
679.826284,0.8815178744838441
680.067338,0.8873373872981257
680.308392,0.8917762666540285
680.549446,0.8923561096559139
680.7905,0.8927934712944959
681.031554,0.8933025086349936
681.272608,0.8945092814099954
681.513662,0.8939191000655321
681.754716,0.8928916839779368
681.99577,0.8927666878921101
682.236824,0.8925524495966398
682.477878,0.8919100431270113
682.718932,0.8916068452589064
682.959986,0.8915355195643516
683.20104,0.8907067769562012
683.442094,0.8903149521821122
683.683148,0.8910185788902913
683.924202,0.8911522417015851
684.165256,0.8915979292350341
684.40631,0.8920616807231734
684.647364,0.8924988980562263
684.888418,0.8929631181699847
685.129472,0.8948134662741714
685.370526,0.8953773763709533
685.61158,0.8976096440580306
685.852634,0.8987143831955116
686.093688,0.9007477745683056
686.334742,0.9033276005962958
686.575796,0.9048853756899821
686.81685,0.9069798910052899
687.057904,0.9106423949546371
687.298958,0.9128369512882998
687.540012,0.914655305483716
687.781066,0.9175566106278984
688.02212,0.9195305600330991
688.263174,0.9228717529649031
688.504228,0.9248904323492231
688.745282,0.9282789487862276
688.986336,0.9301494563443572
689.22739,0.9324824015263996
689.468444,0.9356161338800971
689.709498,0.9382376536185275
689.950552,0.9401733554782084
690.191606,0.9425493502714933
690.43266,0.9450371878882272
