nu,[0]Phenol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
676.902538,0.7317912377698048
677.037541,0.7317253795220712
677.172543,0.7319449300668629
677.307546,0.7358271782399034
677.442549,0.7366664995453425
677.577552,0.7449635410410673
677.712554,0.7379715538819086
677.847557,0.7416706516893863
677.98256,0.7440998843511845
678.117562,0.738156069833912
678.252565,0.7344965356421167
678.387568,0.74337102366459
678.52257,0.7399593697755584
678.657573,0.7407811806966912
678.792576,0.7388650399121413
678.927579,0.7319449300668629
679.062581,0.7448443564095255
679.197584,0.7390571697983213
679.332587,0.7395746909284435
679.467589,0.7400777727467076
679.602592,0.7377944619608574
679.737595,0.7378682450961489
679.872597,0.7348418301517219
680.0076,0.7229320822735517
680.142603,0.7272681681004974
680.277606,0.7183847427786124
680.412608,0.7168920554466216
680.547611,0.7270791029563252
680.682614,0.7393528517986983
680.817616,0.7325453710566788
680.952619,0.7342395068373067
681.087622,0.7397078263546395
681.222624,0.7265775914166639
681.357627,0.7290229981064246
681.49263,0.734166086557698
681.627633,0.735944920007512
681.762635,0.7311402333081469
681.897638,0.7343863694244432
682.032641,0.7311841030382241
682.167643,0.7350035131388317
682.302646,0.7273918141986951
682.437649,0.7278138238218907
682.572651,0.7179251236370477
682.707654,0.7033152868615545
682.842657,0.7017346063984865
682.97766,0.6831710578751623
683.112662,0.6992968141868874
683.247665,0.728024920438329
