nu,[0]Acetol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
625.848917,0.8666587311915803
625.968719,0.8669014296125073
626.088522,0.866918767814481
626.208324,0.8651434047093909
626.328127,0.8671615390558567
626.447929,0.8676039042343074
626.567731,0.866104247057467
626.687534,0.8682461687319962
626.807336,0.8696799574608145
626.927139,0.8675344986982271
627.046941,0.8666587311915803
627.166743,0.8677080229498135
627.286546,0.8684111511768913
627.406348,0.8693669290246279
627.526151,0.8704107955340992
627.645953,0.8719179094880566
627.765755,0.8720835896299743
627.885558,0.8723539774507065
628.00536,0.8741528788765721
628.125163,0.8746775279828904
628.244965,0.8757715585195026
628.364767,0.8760693714747326
628.48457,0.8786224462679074
628.604372,0.8774458806649158
628.724174,0.879782993689768
628.843977,0.8788333409613627
628.963779,0.8810507937976831
629.083582,0.8820469439134913
629.203384,0.8813680291823933
629.323186,0.8825675051608676
