nu,[0]Allyl2-2-2-trifluoroacetate-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
742.327188,0.9999699374518874
742.44639,0.9999707304283623
742.565592,0.9999714794067198
742.684794,0.9999722243857495
742.803996,0.9999729453659832
742.923198,0.9999736423473691
743.0424,0.999974319329754
743.161602,0.9999749923126974
743.280804,0.9999756542963615
743.400006,0.9999763052807243
743.519208,0.9999769462657414
743.63841,0.9999775752514384
743.757612,0.9999781912378145
743.876814,0.9999787922248881
743.996016,0.9999793752126939
744.115218,0.9999799382012405
744.23442,0.9999804861903968
744.353622,0.999981019180138
744.472824,0.9999815361704586
744.592026,0.999982043161226
744.711228,0.9999825411524075
744.83043,0.9999830301439896
744.949632,0.9999835081359922
745.068834,0.9999839761283836
745.188036,0.9999844301212119
745.307238,0.9999848681144882
745.42644,0.999985288108221
745.545642,0.9999856901023876
745.664844,0.9999860720969942
745.784046,0.9999864350920042
745.903248,0.999986784087331
746.02245,0.999987121082934
746.141652,0.9999874470787886
746.260854,0.9999877690747984
746.380056,0.9999880860709714
746.499258,0.999988398067303
746.61846,0.9999887070637656
746.737662,0.9999890070604228
746.856864,0.9999893000572448
746.976066,0.9999895810542776
747.095268,0.9999898490515212
747.21447,0.999990111248894
747.333672,0.9999903635464309
