nu,[0]Piperidine-PNNL(x-sec)-X=0.01-T=278.11K-P=1.0atm-L=15cm
608.546771,0.9976477708369662
608.670573,0.9993171832255466
608.794376,0.998493236309986
608.918178,0.9997130011920394
609.041981,0.998066072452394
609.165783,1.003102402520362
609.289586,0.9964484218265071
609.413388,0.9959745240377698
609.537191,0.99670015649061
609.660993,1.0000170101446708
609.784796,1.000220084214978
609.908598,0.995733129071395
610.032401,1.0014982212136583
610.156203,1.0004973736492753
610.280006,0.9991606724326008
610.403808,0.9969156663602207
610.527611,0.9955918445647526
610.651413,0.9998168767691061
610.775216,0.9988403728877693
610.899018,0.9974318034738906
611.02282,0.9955703400131599
611.146623,1.0004150961285643
611.270425,0.9982866694294741
611.394228,0.9975976901759053
611.51803,1.0024286443904997
611.641833,0.9998542206268456
611.765635,0.9987968243968753
611.889438,0.9999743983277284
612.01324,1.0020959935298905
612.137043,0.998022657522524
612.260845,0.998980320227093
612.384648,1.0017496288175172
612.50845,1.000757746945271
612.632253,0.9964944588070416
612.756055,0.9934203413735057
612.879858,0.992645775627146
613.00366,0.9947193916902209
613.127463,0.9988570536612805
613.251265,1.0014618674880522
613.375068,0.9995813576551714
613.49887,0.9950871079271644
613.622672,1.0017806835373562
613.746475,0.9971703111381631
613.870277,0.9999248628229391
613.99408,0.9929899855829039
614.117882,0.9998297844883043
614.241685,0.9924985771736555
614.365487,1.0002605339330715
614.48929,1.0009550958137994
614.613092,1.0064358214688847
614.736895,1.0023893499578156
614.860697,0.9972553733935567
614.9845,0.9946281801041181
615.108302,1.0004696102323758
615.232105,1.0009274297972972
615.355907,0.9986237479047186
615.47971,0.9987293080136256
615.603512,0.9984913391746393
615.727315,0.9953854797658247
615.851117,0.9980286456764335
615.974919,0.9982004211872131
616.098722,0.9952904249914448
616.222524,1.001971440739011
616.346327,0.9986887604268418
616.470129,1.0005364438345568
616.593932,0.9976891740785673
616.717734,0.9958334044462729
616.841537,0.9999250128116798
616.965339,0.9986421227507282
617.089142,1.0005100700415053
617.212944,1.0044550945571826
617.336747,0.9971621343751366
617.460549,0.9956694041903523
617.584352,0.9955473426039267
617.708154,0.9947045704817031
617.831957,0.9960021129141898
617.955759,0.9949881016855677
618.079562,0.9972214672872685
618.203364,1.0057889918249305
618.327167,0.9950511859309641
618.450969,0.9950056136302621
618.574771,0.9998367433278211
618.698574,0.9966544090033399
618.822376,0.9978831437072452
618.946179,0.9975389334023579
619.069981,0.994401927930305
619.193784,0.9969950240056554
619.317586,0.9987866367212238
619.441389,0.9964784153754047
619.565191,0.9959274155569072
619.688994,0.9997355649691076
619.812796,0.9997131211576068
619.936599,0.9959518160774935
620.060401,0.9985365718568163
620.184204,0.9947675372738926
620.308006,0.9909392978094655
620.431809,1.0011482587448477
620.555611,0.9957960613937927
620.679414,1.0003310047699931
620.803216,0.9949020389370395
620.927019,0.9976812923652248
621.050821,0.9989459558951471
621.174623,0.9985769135492161
621.298426,1.000623944572484
621.422228,0.9956826466814904
621.546031,0.9983213105779237
621.669833,0.9971758953075411
621.793636,0.998935766698362
621.917438,0.995284950909161
622.041241,0.9967291608871758
622.165043,1.0017350033797023
622.288846,0.9984303332175667
622.412648,1.0025055336161885
622.536451,1.000990730449503
622.660253,0.9981999220871273
622.784056,0.9974991323929505
622.907858,0.9985012242878283
623.031661,1.0002677258321653
623.155463,0.998358648493154
623.279266,0.9978551035848725
623.403068,0.9996531701593796
623.526871,1.0013888635789372
623.650673,0.9939799932929546
623.774475,0.9990755575604356
623.898278,0.9984493035741157
624.02208,0.9959684486117032
624.145883,0.9993420965134673
624.269685,0.9998023795294981
624.393488,0.9970360013432206
624.51729,1.0001398997850623
624.641093,0.9956053847059114
624.764895,0.9945302140532851
624.888698,0.9959918541452596
625.0125,0.9975590838923318
625.136303,1.0019830636751366
625.260105,1.002641181791279
625.383908,0.9990465148561152
625.50771,1.0025679916564807
625.631513,0.9978275631640732
625.755315,0.996191172056366
625.879118,0.9951282058733885
626.00292,0.9955277305144572
626.126723,0.9988778301040709
626.250525,0.9960505197931551
626.374327,0.9951817452110597
626.49813,0.9985944886575551
626.621932,0.9975079104239389
626.745735,0.9956173320422117
626.869537,1.0007043379295488
626.99334,1.0032455554469202
627.117142,0.9992303263508352
627.240945,0.9962118930482423
627.364747,1.0003307446839658
627.48855,0.9988424704547548
627.612352,0.9976134523439308
627.736155,0.9971486727771884
627.859957,0.9959578914021012
627.98376,0.9996297385636904
628.107562,0.9945084340800889
628.231365,0.9984602865768614
628.355167,0.9984027769206485
628.47897,0.9982927589967308
628.602772,1.0024382677516779
628.726575,0.9982205850393753
628.850377,0.9964523079829302
628.974179,0.9973495187443958
629.097982,0.9958435619988016
629.221784,0.9959545051510271
629.345587,0.9964113546346691
629.469389,0.996569896292846
629.593192,0.9966626812692645
629.716994,0.9966939769687962
629.840797,0.9970023020958956
629.964599,1.000491960973125
630.088402,1.002626643599545
630.212204,0.9946095807310549
630.336007,0.9987819424350628
630.459809,0.9954403270167876
630.583612,0.995961775645452
630.707414,0.997437887826449
630.831217,0.9991472737778216
630.955019,0.9954354493711356
631.078822,0.996109686951278
631.202624,0.9950333746741471
631.326427,0.9979395256976409
631.450229,0.9980584871790674
631.574031,0.9959249257414805
