nu,[0]3-3-Dimethyl-2-pentanol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
645.449709,0.9976915685354584
645.584312,0.995499856128246
645.718914,0.9945713884564512
645.853517,0.9978467216372067
645.98812,0.9965048224033037
646.122722,0.9934747822998807
646.257325,0.9962855158274667
646.391928,0.9996488116810592
646.526531,0.9943436576846633
646.661133,0.9951375601224886
646.795736,0.9998109578707156
646.930339,0.9977935378243046
647.064941,0.9930478785866279
647.199544,0.997952698586321
647.334147,0.9972045146664222
647.468749,0.9934309710280269
647.603352,0.9951512931155757
647.737955,0.9976911694589108
647.872557,0.9932988534948909
648.00716,0.9955863688246658
648.141763,0.9976236280530408
648.276366,0.9948964675012215
648.410968,0.9936815459150853
648.545571,0.9972791083538884
648.680174,0.9970530508046159
648.814776,0.9929873045135622
648.949379,0.997735168609658
649.083982,0.9986790731928489
649.218584,0.9917868140343556
649.353187,0.9945706922567229
649.48779,0.9971406956197149
649.622392,0.9949653167189281
649.756995,0.9932553479578861
649.891598,0.9985905941466436
650.026201,0.9969863501866777
650.160803,0.9928672596053074
650.295406,0.9950401409241002
650.430009,0.9980907249888411
650.564611,0.9898498638803874
650.699214,0.9945418501248604
650.833817,0.9979271513242435
650.968419,0.9925071126981219
651.103022,0.9935615164342654
651.237625,0.997899509124998
651.372227,0.9954607337526599
651.50683,0.9915393940911755
651.641433,0.9960053001260507
651.776036,0.9973347580807476
651.910638,0.9903060918045045
652.045241,0.9949269117989225
652.179844,0.9976969560844748
652.314446,0.9918146836353962
652.449049,0.9939003786840994
652.583652,0.9989343681892676
652.718254,0.9951374606087375
652.852857,0.991608605956349
652.98746,0.9974665147046234
653.122062,0.9953256588961259
653.256665,0.993011831602892
653.391268,0.9959401635094131
653.525871,0.9982401503545816
653.660473,0.9927203261242317
653.795076,0.9937985091161888
653.929679,0.9977507333996934
654.064281,0.992886223551071
654.198884,0.9930995184189385
654.333487,0.997219073958619
654.468089,0.9957886925302032
654.602692,0.993376631840102
654.737295,0.9954762630612347
654.871897,0.9950066086363732
655.0065,0.993376631840102
655.141103,0.9936546175100726
655.275706,0.9975927021999244
655.410308,0.994124826728837
655.544911,0.9932828615120854
655.679514,0.9972271514658319
655.814116,0.9940990792292562
655.948719,0.9919578128207671
656.083322,0.9963196890067263
656.217924,0.9965084098271217
656.352527,0.991577668250474
656.48713,0.9932078714869503
656.621732,0.9960637673531644
656.756335,0.9936012596897825
656.890938,0.9939267173931209
657.025541,0.9966608872780528
657.160143,0.9952423536248506
657.294746,0.9925439353950598
657.429349,0.9969898396450099
