nu,[0]HCFC-121-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
620.114002,0.9792405076236529
620.232805,0.9743165774179131
620.351607,0.9770181986892416
620.470409,0.9799066176205684
620.589212,0.9806898758780518
620.708014,0.9797596426513236
620.826817,0.9773543507644327
620.945619,0.9808811290504262
621.064421,0.9773611922688333
621.183224,0.9815719124925191
621.302026,0.9816965800416274
621.420828,0.9809056513851804
621.539631,0.9812814102028812
621.658433,0.9806732042918707
621.777236,0.9812627660332075
621.896038,0.9847307750425359
622.01484,0.9839295303424861
622.133643,0.9805300364555505
622.252445,0.9853079963860466
622.371247,0.979636200713355
622.49005,0.9884096911787272
622.608852,0.9814619825945091
622.727655,0.9862770303486561
622.846457,0.9848184199816566
622.965259,0.9836973503716394
623.084062,0.986178407576842
623.202864,0.9840269441878957
623.321666,0.985144448833469
623.440469,0.9831839943523232
623.559271,0.9860541569254427
623.678074,0.9867633848011399
623.796876,0.9915229346738471
623.915678,0.9862849205964599
624.034481,0.9885115026201179
624.153283,0.9825195865672739
624.272085,0.9872628134186335
624.390888,0.9841174788312907
624.50969,0.9878751061540872
624.628493,0.9877298991864563
624.747295,0.9878237379841512
624.866097,0.9881062959770817
624.9849,0.9864279422787677
625.103702,0.9884185869059785
625.222504,0.9875619993754828
625.341307,0.989255142843768
625.460109,0.98817052497374
625.578912,0.9881181533237774
625.697714,0.9876874277139344
625.816516,0.9880717128619305
625.935319,0.9877476784846547
626.054121,0.9868531843549745
626.172923,0.9892521750827911
626.291726,0.9919568208634503
626.410528,0.9855632242076867
626.529331,0.9875205226425265
626.648133,0.9873763551707022
626.766935,0.9872331959784948
626.885738,0.9877536049885052
627.00454,0.9888901750367602
627.123342,0.9896905108805634
627.242145,0.9904532622242379
627.360947,0.9889781901789542
627.47975,0.9905470625895477
627.598552,0.994284396568664
627.717354,0.9884146332395383
627.836157,0.9873141524197337
627.954959,0.9897340582210766
628.073761,0.9884106795889126
628.192564,0.9918637796773531
628.311366,0.9886904393953817
628.430169,0.9914643373999744
628.548971,0.990924136554193
628.667773,0.9894272882148357
628.786576,0.9906821824238482
628.905378,0.9908160326280714
629.02418,0.992466321494055
629.142983,0.9908494236910071
629.261785,0.9900848821336355
629.380588,0.9920996729307565
629.49939,0.9908198968181338
629.618192,0.9894015634397657
629.736995,0.9865256034792029
629.855797,0.9884858016551638
629.974599,0.9882396993315624
630.093402,0.9904634639453777
630.212204,0.993984764408373
630.331007,0.9913211802858463
630.449809,0.9899171759597161
630.568611,0.9926973945495589
630.687414,0.9893511052467251
630.806216,0.9892205195196802
630.925019,0.9885154566740364
631.043821,0.9917679702639054
631.162623,0.9895163406780758
631.281426,0.9927128807497059
631.400228,0.9920405455522633
631.51903,0.9940251210090415
631.637833,0.989664779261793
631.756635,0.9942543696332966
631.875438,0.9855100052305048
631.99424,0.9896875418134844
632.113042,0.9882317934455913
632.231845,0.9911615904231489
632.350647,0.9916136631731354
632.469449,0.9884759168465713
632.588252,0.9919754698269821
632.707054,0.9905832182171684
632.825857,0.9886785751812944
632.944659,0.9911893433362198
633.063461,0.9930256345632816
633.182264,0.9883217266306927
633.301066,0.9905013994225065
633.419868,0.9907035813900965
633.538671,0.9882594643231983
633.657473,0.9891225915357629
633.776276,0.9933171303619419
633.895078,0.9905314120695983
634.01388,0.9932248554867655
634.132683,0.9894193728281916
634.251485,0.990506649093835
634.370287,0.9881072840838717
634.48909,0.9899874625743545
634.607892,0.9887606389086321
634.726695,0.9909732876103022
634.845497,0.9905819304598218
634.964299,0.991605432813887
635.083102,0.9867584509965504
635.201904,0.9910437483158997
