nu,[0]Diethylamine-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
690.126203,0.6734577615137589
690.254405,0.6726770034376361
690.382608,0.6728519221969833
690.51081,0.6715008481176898
690.639013,0.6709168964356419
690.767215,0.6695094492898669
690.895418,0.6686129074450071
691.02362,0.667390464700647
691.151823,0.6659171603745859
691.280026,0.6664301140498952
691.408228,0.6653380643883405
691.536431,0.6646265333964118
691.664633,0.6630200817760549
691.792836,0.6623110296990652
691.921038,0.66009599999584
692.049241,0.659456017317623
692.177444,0.6586322122813899
692.305646,0.6572373910242929
692.433849,0.6572571084417834
692.562051,0.6552555282225118
692.690254,0.6541229161506119
692.818456,0.6535671479068493
692.946659,0.652815977692415
693.074861,0.6530575642949266
693.203064,0.651394388955765
693.331267,0.6495145768086001
693.459469,0.6481520273749444
693.587672,0.6464948802382227
693.715874,0.645545230927524
693.844077,0.6446163147751348
693.972279,0.6446872264698318
694.100482,0.6430325075224227
694.228685,0.6430903830524595
694.356887,0.6423384072958873
694.48509,0.6397549925915282
694.613292,0.6380810283616428
694.741495,0.6359533928561296
694.869697,0.6371947118648897
694.9979,0.6352605813088039
695.126103,0.6336617400300237
695.254305,0.632946106672786
695.382508,0.631050113764125
695.51071,0.6302554913380393
695.638913,0.6297766791363058
695.767115,0.6293234031262728
695.895318,0.6277834480039366
696.02352,0.6258090414656092
696.151723,0.6246711048465735
696.279926,0.6227874438696569
696.408128,0.6223827635664883
696.536331,0.6204811832117205
696.664533,0.6205556454213492
696.792736,0.6178682697436343
696.920938,0.6164611348319888
697.049141,0.6165227840278805
697.177344,0.6151863801092078
697.305546,0.6150018518757939
697.433749,0.6136441985426577
697.561951,0.6126999137628046
697.690154,0.6097660012000039
697.818356,0.6092540128242186
697.946559,0.6084746665758094
698.074761,0.6070646416107561
698.202964,0.6064214940190923
698.331167,0.6042362591478089
698.459369,0.6042483439938398
698.587572,0.6025166374341483
698.715774,0.6013007822536949
698.843977,0.6010122271369813
698.972179,0.5993197601564952
699.100382,0.5995115731681905
699.228585,0.5979249706760896
699.356787,0.5975424211237714
699.48499,0.5960861949346624
699.613192,0.5956095166754412
699.741395,0.5953296459773697
699.869597,0.5945859488274523
699.9978,0.5941580010239931
700.126003,0.5921057667531155
700.254205,0.5905328583092219
700.382408,0.5893470793710752
700.51061,0.588681493298341
700.638813,0.5890465889921558
700.767015,0.5886226280923204
700.895218,0.5873114621250861
701.02342,0.5859094637859852
701.151623,0.5850956153869963
701.279826,0.5843471721051888
701.408028,0.5834071300949746
701.536231,0.5831563189572929
701.664433,0.5823404713373418
701.792636,0.5822938859630745
701.920838,0.5813571470838153
702.049041,0.5811362733365932
702.177244,0.5802594197549186
702.305446,0.578891622160299
702.433649,0.5792854023334533
702.561851,0.5771633213074132
702.690054,0.5763673852462062
702.818256,0.5760504703439078
702.946459,0.5766268089355193
703.074661,0.5761484072482672
703.202864,0.5750145121393816
703.331067,0.5747673090516344
703.459269,0.5734067234599642
703.587472,0.5724442089031626
703.715674,0.5713347436671347
703.843877,0.5701590055212509
703.972079,0.5707808176633219
704.100282,0.5710434372373182
704.228485,0.5711919278339409
704.356687,0.5694068921380027
704.48489,0.5674798709200789
704.613092,0.5670203983361518
704.741295,0.5659044677040035
704.869497,0.5664649905400536
704.9977,0.5653840750110595
705.125903,0.5651410121210714
705.254105,0.5642036562615619
705.382308,0.5629187372895404
705.51051,0.5629525134270519
705.638713,0.5620131673019549
705.766915,0.5608341780226427
705.895118,0.559551337168361
706.02332,0.5591318309999622
706.151523,0.5587405756736028
706.279726,0.558528294590807
706.407928,0.5583607612336898
706.536131,0.5576130588860908
706.664333,0.5573120291196443
706.792536,0.5547209968579332
706.920738,0.5546377949487037
707.048941,0.553153355695327
707.177144,0.5532252703059157
707.305346,0.5539726287742898
707.433549,0.5536624909488723
707.561751,0.5518053067958996
707.689954,0.5502789211162249
707.818156,0.5499543523099794
707.946359,0.5494651106812423
708.074561,0.5485647264166281
708.202764,0.5484330866796885
708.330967,0.5470801285467389
708.459169,0.546855871669836
708.587372,0.5458669577791664
708.715574,0.5452613816129813
708.843777,0.5434486810337454
708.971979,0.5423032132102961
709.100182,0.5425364537350954
709.228385,0.5415878452156064
709.356587,0.5403058018439333
709.48479,0.5396362378651071
709.612992,0.5383803491094562
709.741195,0.5375841355361539
709.869397,0.5371972142669399
709.9976,0.5369072060804932
710.125803,0.5362150423262567
710.254005,0.5350901722643263
710.382208,0.5329860647992539
710.51041,0.5333432851181132
710.638613,0.5319743527069797
710.766815,0.5304550796542901
710.895018,0.531341679742333
711.02322,0.529908992205561
711.151423,0.5289242775485828
711.279626,0.5276511048290439
711.407828,0.5265599967285391
711.536031,0.5266916531840925
711.664233,0.5261967956495788
711.792436,0.5253923301252921
711.920638,0.5243373521497904
712.048841,0.5241329004531242
712.177044,0.5235409647822531
712.305246,0.523509553266721
712.433449,0.5222389694368587
712.561651,0.5191720229308984
712.689854,0.5189540164658298
712.818056,0.5181554423403739
712.946259,0.5171511952169087
713.074461,0.5177980384036971
713.202664,0.5181865325996127
713.330867,0.5181502608118581
713.459069,0.5162005119145672
713.587272,0.5135489130059802
713.715474,0.5100329232271599
713.843677,0.510185956057905
713.971879,0.5102880034535159
714.100082,0.5107985466860404
714.228285,0.5099207283259416
714.356487,0.5091564206075492
714.48469,0.5099156291441542
714.612892,0.5070021676278473
714.741095,0.5055896030240831
714.869297,0.5057362452710582
714.9975,0.5045844801430308
715.125703,0.5032943958862712
715.253905,0.5039995014992739
715.382108,0.5047459730141578
715.51031,0.504892370572952
715.638513,0.5031031803490874
715.766715,0.5019975699696663
715.894918,0.5022787673367635
716.02312,0.5025400202156401
716.151323,0.5007641736470194
