nu,[0]Ethylformate-PNNL(x-sec)-X=0.01-T=278.19K-P=1.0atm-L=15cm
663.98707,0.9961409652865155
664.106672,0.9964189273897408
664.226274,0.9966050758311004
664.345876,0.996822658467435
664.465478,0.996840302384638
664.58508,0.9967988346905928
664.704682,0.9966414525802398
664.824284,0.9963442984069696
664.943886,0.9967539797522755
665.063488,0.9969885435590609
665.18309,0.9964730344064903
665.302692,0.9965884326653048
665.422294,0.9965997938381957
665.541896,0.9964680520537742
665.661498,0.9966992594608728
665.7811,0.9966503227286398
665.900702,0.9966050758311004
666.020304,0.9962302235157142
666.139906,0.9965548482010254
666.259508,0.9965047227528264
666.37911,0.996701651541966
666.498712,0.9964413470678275
666.618314,0.9966121517522583
666.737916,0.9967680340824728
666.857518,0.9967151071050867
666.97712,0.9966956713499974
667.096722,0.9965491678545797
667.216324,0.9964663580595255
667.335926,0.99682126291669
667.455528,0.9963918251635078
667.57513,0.9963396155997717
667.694732,0.9960314954099104
667.814334,0.9966412532519693
667.933936,0.9959110824812236
668.053538,0.9965633189532357
668.17314,0.9967126153204336
668.292742,0.996568899723448
668.412344,0.9964347705766393
668.531946,0.9966113544628558
668.651548,0.9968394052287697
668.77115,0.9963717978890968
668.890752,0.9960747241148674
669.010354,0.9962423775985808
669.129956,0.9966287953141659
669.249558,0.9964174327624707
669.36916,0.9966995584706955
669.488762,0.9969169623514293
669.608364,0.9965934156199255
669.727966,0.9963015561533959
669.847568,0.9961696545594394
669.96717,0.9965178767019827
670.086772,0.9963827580391542
670.206374,0.996903703444002
670.325976,0.9966269017212537
670.445578,0.9962674832228259
670.56518,0.9965725870351986
670.684782,0.9963348331810946
670.804384,0.9965029290459398
670.923986,0.9967161038206922
671.043588,0.9966980634224791
671.16319,0.9968950304195098
671.282792,0.9963197886387002
671.402394,0.9965920203901203
671.521996,0.9965087087796896
671.641598,0.9966071687039572
671.7612,0.996675039963136
671.880802,0.9967281641585133
672.000404,0.9965898278900872
672.120006,0.9961263221219534
672.239608,0.9964077675602492
672.35921,0.9962988661428258
672.478812,0.9963827580391542
672.598414,0.9964214184401731
672.718016,0.9967439125879193
672.837618,0.9965292370705311
672.95722,0.9959232326705459
673.076822,0.9963625316744644
673.196424,0.9960367743908254
673.316026,0.9963037480192305
673.435628,0.9964596817572922
673.55523,0.996394814343467
673.674832,0.9963275599633598
673.794434,0.9963612364040151
673.914036,0.9964125503290121
674.033638,0.9965692983510877
674.15324,0.9967169011938941
674.272842,0.9967061367094896
674.392444,0.9964207209454243
674.512046,0.9964827002418033
674.631648,0.996193562918048
674.75125,0.9968661208828179
674.870852,0.9963086299195564
674.990454,0.99641524064653
675.110056,0.9964209202295885
675.229658,0.9964759241824802
675.34926,0.9964034830160605
675.468862,0.9965357145316237
675.588464,0.9964626711408215
675.708066,0.996930022049177
675.827668,0.9966948739937792
675.94727,0.996608862937584
