nu,[0]Dichloromethane-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
669.13716,0.9851483894191454
669.256362,0.9852203078765648
669.375564,0.9852281896705549
669.494766,0.9844334312496458
669.613968,0.9842464066656065
669.73317,0.983564560192878
669.852372,0.9829460926129615
669.971574,0.9826148955895838
670.090776,0.9818791925879555
670.209978,0.9810204240604631
670.32918,0.9795255080769261
670.448382,0.9803790464564647
670.567584,0.9805369001898286
670.686786,0.98041139949882
670.805988,0.9815365765397203
670.92519,0.9818988303681844
671.044392,0.9813726736177131
671.163594,0.9814492236716685
671.282796,0.9819125770480361
671.401998,0.9808301245578439
671.5212,0.9815719124925191
671.640402,0.9811401158532493
671.759604,0.9815041863671353
671.878806,0.9801976931085721
671.998008,0.9804555190044788
672.11721,0.9798262685722796
672.236412,0.979329622564515
672.355614,0.9787500310039858
672.474816,0.9785895291604121
672.594018,0.9775879663702183
672.71322,0.9768276987148483
672.832422,0.9765571549143506
672.951624,0.9766089138151598
673.070826,0.9775068299362182
673.190028,0.9775830784426063
673.30923,0.9774198356996547
673.428432,0.9773260078992341
673.547634,0.9774266776624515
673.666836,0.9769986585206701
673.786038,0.9766225864356614
673.90524,0.9769722799130028
674.024442,0.9770025665231202
674.143644,0.9766606754592634
674.262846,0.9760836395309794
674.382048,0.9757879309903079
674.50125,0.9760016519487855
674.620452,0.9758738041065967
674.739654,0.9755732812578264
674.858856,0.975645476351825
674.978058,0.9748837947101916
675.09726,0.9743214490129792
675.216462,0.9742064858649548
675.335664,0.9735374358541585
675.454866,0.9725663301555217
675.574068,0.9722940497041204
675.69327,0.9719159008735014
675.812472,0.9711755830539469
675.931674,0.9714125788085183
676.050876,0.9716933576143771
676.170078,0.9719304797213557
676.28928,0.9724019803336766
676.408482,0.9718585595269363
676.527684,0.9717934471847358
676.646886,0.9721239131328063
676.766088,0.9713134997785963
676.88529,0.9714465788437737
677.004492,0.9706784684276272
677.123694,0.9711435347885053
677.242896,0.9705270543971539
677.362098,0.9697742175414201
677.4813,0.9693514881442773
677.600502,0.9691120878938537
677.719704,0.9685317635776897
677.838906,0.9681792821712553
677.958108,0.9680311620725596
678.07731,0.9679246845011054
678.196512,0.9681531416835348
678.315714,0.967581132222245
678.434916,0.9681483009299283
678.554118,0.967402146269495
678.67332,0.9680940861431044
678.792522,0.9677446672519113
678.911724,0.9679779218227659
679.030926,0.9679440431883816
679.150128,0.9673218552234791
679.26933,0.967525981669514
679.388532,0.9669292022642028
679.507734,0.9667397027121217
679.626936,0.9655378262441066
679.746138,0.9657715146732171
