nu,[0]4-Methyl-1-pentanol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
628.085962,1.0
628.220564,1.0
628.355167,0.9976426828463093
628.48977,0.9978168864662678
628.624372,1.0
628.758975,1.0
628.893578,1.0
629.028181,1.0
629.162783,0.9987992215121304
629.297386,0.9969771779544483
629.431989,0.9993474629949346
629.566591,1.0
629.701194,1.0
629.835797,1.0
629.970399,0.9999096650804445
630.105002,0.997223960344053
630.239605,0.9978381401923009
630.374207,0.9993488620823622
630.50881,1.0
630.643413,1.0
630.778016,0.9995708321188923
630.912618,0.9978623879537166
631.047221,0.9974709035669436
631.181824,0.9988563544615877
631.316426,1.0
631.451029,1.0
631.585632,0.9999726763732971
631.720234,0.9989984019345282
631.854837,0.99753743709508
631.98944,0.9974718012911608
632.124042,1.0
632.258645,1.0
632.393248,1.0
632.527851,0.9989795210431566
632.662453,0.9982576197100692
632.797056,0.9968265460833838
632.931659,0.9994589764060731
633.066261,1.0
633.200864,1.0
633.335467,0.9992320350361541
633.470069,0.997610559269114
633.604672,0.9967780018126522
633.739275,0.9983694308247822
633.873877,0.999843752207958
634.00848,1.0
634.143083,0.9996530102148852
634.277686,0.9980525986513643
634.412288,0.9979868291522419
634.546891,0.9962216559726325
634.681494,0.9997113516669484
634.816096,1.0
634.950699,0.999943871575259
635.085302,0.9993144251139271
635.219904,0.9967203897091532
635.354507,0.9973603899133978
635.48911,0.9978164873395929
635.623712,1.0
635.758315,1.0
635.892918,0.9993126963014671
636.027521,0.9976505642546353
636.162123,0.9971863657094113
636.296726,0.9974094612517266
636.431329,0.999345084550803
636.565931,1.0
636.700534,0.9999487433136688
636.835137,0.9969417858928438
636.969739,0.9976171435205332
637.104342,0.9975190825750996
637.238945,0.9978674770648724
637.373547,1.0
637.50815,1.0
637.642753,0.9982539261637093
637.777356,0.9972000272562029
637.911958,0.9978434287484585
638.046561,0.9986897591161016
638.181164,0.9992152081103672
638.315766,1.0
638.450369,0.9998016896660943
638.584972,0.9964612760940584
638.719574,0.9968707064775209
638.854177,0.9976172432822525
638.98878,0.9988506609965937
639.123382,1.0
639.257985,1.0
639.392588,0.9981007059459958
639.527191,0.9965803603316932
639.661793,0.9969555437844183
639.796396,0.9991278905087286
639.930999,0.9994132422097192
640.065601,1.0
640.200204,0.9987934284934454
640.334807,0.996485888991546
640.469409,0.996321681648097
640.604012,0.9982555233712689
