nu,[0]Furan-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
590.698814,0.8172501907280433
590.817816,0.802061492592052
590.936819,0.8485722904495395
591.055821,0.8828323151319254
591.174823,0.8780076257678001
591.293826,0.8433358514702803
591.412828,0.8013880438263551
591.531831,0.8366411784436737
591.650833,0.8890071506720167
591.769835,0.903707077873196
591.888838,0.8818705521644714
592.00784,0.8270418339916902
592.126843,0.8208704314090958
592.245845,0.8745026099696783
592.364847,0.9039420722613898
592.48385,0.895914763996942
592.602852,0.8521182250360032
592.721854,0.8075017957893971
592.840857,0.852646702146501
592.959859,0.9022081685628537
593.078862,0.9106041487772243
593.197864,0.8885894154866593
593.316866,0.8352869169825554
593.435869,0.8480802612233476
593.554871,0.9008738880844853
593.673873,0.9181467892506252
593.792876,0.907055173460422
593.911878,0.8600798888821131
594.030881,0.8364989615321182
594.149883,0.8881363504261717
594.268885,0.9138050714697132
594.387888,0.9085721297192529
594.50689,0.8750974739752975
594.625893,0.8307968321491729
594.744895,0.8544647751824884
594.863897,0.8785082327739305
594.9829,0.8710638484949982
595.101902,0.8813592155461698
595.220904,0.8655760845726973
595.339907,0.8761044149504565
595.458909,0.9214580744290615
595.577912,0.9381222574841402
595.696914,0.9355581274780136
595.815916,0.9071059699724248
595.934919,0.8833268396823498
596.053921,0.9167540997433128
596.172923,0.9399251824726402
596.291926,0.9373983065823658
596.410928,0.9199812404151916
596.529931,0.8859542201248422
596.648933,0.8999464656842863
596.767935,0.924787775208809
596.886938,0.9408994495448856
597.00594,0.9348408295131724
597.124942,0.9104265982799489
597.243945,0.9101198362086408
597.362947,0.9369597068152361
597.48195,0.9423278771982848
597.600952,0.9365503448754563
597.719954,0.9140746837316501
597.838957,0.9015588124777313
597.957959,0.9319091011573941
598.076962,0.9436376800672199
598.195964,0.9445147267971311
598.314966,0.932952491109393
598.433969,0.9087066083456243
598.552971,0.9117002647497684
598.671973,0.9275458980098679
598.790976,0.9328162899886148
598.909978,0.9260176352230218
599.028981,0.9039691909303356
599.147983,0.8936062831266668
599.266985,0.8904841280942295
599.385988,0.8737333861810126
599.50499,0.8609490084013588
599.623992,0.8444075683978489
599.742995,0.8456243911984913
599.861997,0.853755863658067
599.981,0.8387018493286374
600.100002,0.8079864422462684
600.219004,0.7618847358697727
600.338007,0.7075054120170061
600.457009,0.6528355624655159
600.576012,0.580921292689331
600.695014,0.4820005614973278
600.814016,0.3716956145899288
600.933019,0.28518990137285233
601.052021,0.3453143905344693
601.171023,0.410540785237778
601.290026,0.464817696873862
601.409028,0.5554592666243218
601.528031,0.5746696069140127
601.647033,0.5179585806783692
601.766035,0.43787578706546926
601.885038,0.34105893047072555
602.00404,0.24603044267374025
602.123042,0.16209057419804282
602.242045,0.09397748938673106
602.361047,0.04573003390021825
602.48005,0.01464728917339
602.599052,0.002613669777981139
602.718054,0.00027221999865532757
602.837057,0.000416468387332621
