nu,[0](Perfluoro-n-octyl)ethylene-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.9211atm-L=15cm
703.473032,0.18030597682280924
703.533297,0.1791915380964759
703.593562,0.17744403776058162
703.653827,0.1759421554818732
703.714092,0.17527484398588242
703.774357,0.17485468874827595
703.834622,0.1742089218054638
703.894887,0.17361761725867805
703.955152,0.17327072902802076
704.015417,0.17249276248493467
704.075682,0.1713923339325257
704.135947,0.17074227895028102
704.196212,0.17086184038716706
704.256476,0.1711012144864808
704.316741,0.1711012144864808
704.377006,0.17127240128009855
704.437271,0.17185571852183298
704.497536,0.17219977389956925
704.557801,0.17237205980206294
704.618066,0.1730283197334812
704.678331,0.17408701823142864
704.738596,0.17480224020932567
704.798861,0.17509965675011338
704.859126,0.17569600880707487
704.919391,0.17671800658671805
704.979656,0.17731987039779637
705.039921,0.17737307433910787
705.100186,0.17756829207094896
705.160451,0.17822651170701947
705.220716,0.17895874044820756
705.280981,0.17944258193949728
705.341246,0.18017980680369194
705.401511,0.1811554095170445
705.461776,0.18215450927516033
705.522041,0.18314080422491497
705.582306,0.18457488815439616
705.642571,0.18622493648235003
705.702836,0.18749558134675456
705.763101,0.18871827206545705
705.823366,0.19032921418280985
705.883631,0.19195390766868176
705.943896,0.19293537320759063
706.004161,0.19372803207804354
706.064426,0.19538173864694508
706.124691,0.19744405511670649
706.184956,0.19879124996279
706.245221,0.19932871158437077
706.305486,0.20014763695169205
706.365751,0.2019369013364539
706.426016,0.2040071982951315
706.486281,0.20601629734430105
706.546545,0.2081284170757972
706.60681,0.21040942573527574
706.667075,0.21286438631694907
706.72734,0.2157791172153885
706.787605,0.21919358277463033
706.84787,0.2222616472248917
706.908135,0.22469755073635353
706.9684,0.22722830909661276
707.028665,0.230985578764514
707.08893,0.2349459009649139
707.149195,0.23792494790007665
707.20946,0.23985996622257227
707.269725,0.24200424782103958
707.32999,0.24465652276103175
707.390255,0.24758532720608456
707.45052,0.2508751183793191
707.510785,0.2548449392889201
707.57105,0.25885169175444794
707.631315,0.26213385729049593
707.69158,0.2654576397483149
707.751845,0.26938868948002
707.81211,0.27343263352031466
707.872375,0.27701046326177126
707.93264,0.2804106901233781
707.992905,0.28436404872399684
708.05317,0.28843082398508063
708.113435,0.29220490305940594
708.1737,0.2957916374692788
708.233965,0.3000518457772391
708.29423,0.3041604258979104
708.354495,0.30740167468214874
708.41476,0.31033590612314144
708.475025,0.3138312054102764
708.53529,0.3174928438368295
708.595555,0.320747843119512
