nu,[0]2-3-Butanedione-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
671.547136,0.9993140054019567
671.666338,0.9990261644858768
671.78554,0.9992235715766602
671.904742,0.9988781297674649
672.023944,0.9992579654439089
672.143146,0.9992838765388887
672.262348,0.9988727358401278
672.38155,0.999291850856041
672.500752,0.9989102941610875
672.619954,0.9994451939618186
672.739156,0.9990597623007325
672.858358,0.9992561368035053
672.97756,0.9986825685757219
673.096762,0.9992060553409807
673.215964,0.9988066126537168
673.335166,0.9995921631880514
673.454368,0.9987532778046543
673.57357,0.9993927344603992
673.692772,0.9987107318212557
673.811974,0.9991014539345032
673.931176,0.9990917127428157
674.050378,0.998955845509064
674.16958,0.9993426461517716
674.288782,0.9990856382836686
674.407984,0.9991824643645066
674.527186,0.9989706301649838
674.646388,0.9995942323459709
674.76559,0.9991286698287872
674.884792,0.9995288910067073
675.003994,0.9990088914728185
675.123196,0.9991347645322619
675.242398,0.9994039177276681
675.3616,0.9996100860362153
675.480802,0.9993309339245924
675.600004,0.9990042560823161
675.719206,0.9990512303667939
675.838408,0.9985841033288768
675.95761,0.9991809356165057
676.076812,0.9988859210472631
676.196014,0.9997230383609579
676.315216,0.9991377519496741
676.434418,0.9992182257448523
676.55362,0.9992999851248134
676.672822,0.9996166335037218
676.792024,0.9989173864493536
676.911226,0.9992987659795752
677.030428,0.9992303363431385
677.14963,0.9993283256742587
677.268832,0.9993090688029634
677.388034,0.9995705222519824
677.507236,0.9992608133331686
677.626438,0.9989852152426549
677.74564,0.9991810055591737
677.864842,0.9998001999626865
677.984044,0.9993187621479435
678.103246,0.9988992063183599
678.222448,0.9993009344602503
678.34165,0.999144146451749
678.460852,0.9991935753352873
678.580054,0.9995318296259667
678.699256,0.9998845566640948
678.818458,0.9993362603726652
678.93766,0.9982508315813348
679.056862,0.9992137892257791
679.176064,0.9986650917836942
679.295266,0.9993935739506488
679.414468,0.9990975074915543
679.53367,0.9994290330636935
679.652872,0.9993421564739949
679.772074,0.9993581260892522
679.891276,0.9993738760974291
680.010478,0.9993787730414195
680.12968,0.9991567557304416
680.248882,0.9993546483290248
680.368084,0.9992786403050946
680.487286,0.9992235515921889
680.606488,0.9992316053664715
680.72569,0.9988848222733543
680.844892,0.9990283823264238
680.964094,0.9988977079706741
681.083296,0.9996597978818687
681.202498,0.9994587865088856
681.3217,0.9994781262235157
681.440902,0.9995828870158185
681.560104,0.9993693689314116
681.679306,0.999139250657426
681.798508,0.9996742030833453
681.91771,0.9990562356259962
682.036912,0.9993167335329154
682.156114,0.9987190211547304
682.275316,0.9996069772536819
682.394518,0.9989614396774625
682.51372,0.9986575019578381
682.632922,0.9991352940738275
682.752124,0.9990591229026893
682.871326,0.9992413279372919
682.990528,0.999470680139212
683.10973,0.9993183024614186
683.228932,0.9991364730541701
683.348134,0.9991574951067144
683.467336,0.9989515500081637
683.586538,0.9998141172783344
683.70574,0.9989220813721029
683.824942,0.9994065861396907
683.944144,0.9996409644686879
684.063346,0.9992027679584664
684.182548,0.9989635374986886
684.30175,0.9995877749880872
684.420952,0.9995561685223429
684.540154,0.999204316723957
684.659356,0.9994289331207952
684.778558,0.9987207189785096
684.89776,0.9990053749677095
685.016962,0.9990445866982022
685.136164,0.9991105358079966
685.255366,0.9990709518327315
685.374568,0.9995466228065144
685.49377,0.9998732280362446
685.612972,0.9986395262845844
685.732174,0.9990741188926686
685.851376,0.9993381691067453
685.970578,0.9989254777129534
686.08978,0.9988703385484385
686.208982,0.9997775547446155
686.328184,0.9993817412007832
686.447386,0.9991312375927682
686.566588,0.9991844527395892
686.68579,0.9997176198767741
686.804992,0.9993551779871287
686.924194,0.9991370825276046
687.043396,0.9991904678481002
687.162598,0.9995260023723864
687.2818,0.9993264669253016
687.401002,0.9993734963354284
687.520204,0.999154997216099
687.639406,0.9993653414809701
687.758608,0.9995420149072045
687.87781,0.9995349881515387
687.997012,0.9990157446973205
688.116214,0.9990367142578764
688.235416,0.999199240778921
688.354618,0.998894511503123
688.47382,0.9994884908654252
688.593022,0.9990590429779627
688.712224,0.9994289131322167
688.831426,0.9994345199441464
688.950628,0.9997050235141209
689.06983,0.9987666611882453
689.189032,0.9992465339981722
689.308234,0.9994488919158775
689.427436,0.9993233390383552
689.546638,0.9997355249796859
689.66584,0.9993225395800037
689.785042,0.999429652709886
689.904244,0.998896009846014
690.023446,0.9990579040513028
690.142648,0.9990199705428582
690.26185,0.9995194455033174
690.381052,0.9994650631297735
690.500254,0.999436868618028
690.619456,0.9993648617857214
690.738658,0.9999188922894082
690.85786,0.9992746332057812
690.977062,0.9994349796841313
691.096264,0.9992246307542074
691.215466,0.9999390628567432
691.334668,0.9996596979158938
691.45387,0.9989695312978949
691.573072,0.9995042929033805
691.692274,0.9996209418606966
691.811476,0.9994062963118228
691.930678,0.9993075098820321
692.04988,0.9993055712273434
692.169082,0.9993306341253573
692.288284,0.9995663340602684
692.407486,0.9993130560541026
692.526688,0.9996577685745387
692.64589,0.9998356435080084
692.765092,0.9994782261713333
692.884294,0.9995221542046849
693.003496,0.9995650646118303
693.122698,0.9995268519698495
693.2419,0.999180206214689
693.361102,0.9992875039459443
693.480304,0.9992990857552315
693.599506,0.9996566189687659
693.718708,0.9992592644801084
693.83791,0.999961501741077
693.957112,0.9992276184403199
694.076314,0.9996977656819962
694.195516,0.9993170333279804
694.314718,0.9993837599539394
694.43392,0.9997034639755007
694.553122,0.9992783005504147
694.672324,0.9998437622063955
694.791526,0.9992209835909612
694.910728,0.999368619404666
695.02993,0.9993368899547076
695.149132,0.9994403866419973
695.268334,0.9993481525449219
695.387536,0.9997417933410787
695.506738,0.9997694165884422
695.62594,0.9999641126439666
695.745142,0.9995808878520437
695.864344,0.9990257648754909
695.983546,0.9996550595056567
696.102748,0.9999690764781419
