nu,[0]1-2-Dichlorobenzene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
720.036414,0.9898142299267028
720.155616,0.9864930486714455
720.274818,0.9515176906864594
720.39402,0.9802035743123744
720.513222,0.9945602493192798
720.632424,1.0
720.751626,1.0
720.870828,0.9588611507832935
720.99003,0.996454201244114
721.109232,0.9958379852904692
721.228434,0.9648033314690434
721.347636,0.9929408337951342
721.466838,0.9672899341289577
721.58604,0.9428199007571588
721.705242,0.9858017593695354
721.824444,0.9692962366841347
721.943646,0.9792953466275576
722.062848,0.9890691803579348
722.18205,0.9713134997785963
722.301252,0.9569606561741945
722.420454,0.9625666196448806
722.539656,0.993353188428224
722.658858,0.9450598690529094
722.77806,0.9513055258986894
722.897262,0.9797126153171414
723.016464,0.9800428341072442
723.135666,0.9874109139479083
723.254868,1.0
723.37407,0.9875392857107054
723.493272,0.9625310053388224
723.612474,0.9864831837902832
723.731676,0.9529469911618352
723.850878,0.9867594377554948
723.97008,0.9846963100685501
724.089282,0.979035867743172
724.208484,0.9530346663180175
724.327686,0.982912673013949
724.446888,0.9613372452425439
724.56609,0.9993438053899134
724.685292,0.9954641183249083
724.804494,0.9755918173262623
724.923696,0.9989780225749988
725.042898,0.9384422117230397
