nu,[0]1-1-1-3-3-3-Hexafluoropropan-2-ol-HITRAN(x-sec)-X=0.01-T=300.4K-P=0.0atm-L=15cm
628.414654,0.9999988311006832
628.533656,0.999999233190294
628.652658,0.9999998808500071
628.77166,0.9999997147200407
628.890662,0.9999986196009527
629.009664,0.9999987144008264
629.128666,0.9999985742010165
629.247668,0.9999986529009074
629.36667,0.9999985963009852
629.485672,0.9999991506603607
629.604674,0.9999987232008151
629.723676,0.9999993360602204
629.842678,0.9999989577005431
629.96168,0.9999994679001416
630.080682,0.999998767900759
630.199684,0.9999987519007789
630.318686,0.9999987800007442
630.437688,0.9999988167007001
630.55669,0.9999991291903791
630.675692,0.9999986231009479
630.794694,0.9999985583010392
630.913696,0.9999987995007206
631.032698,0.9999986659008899
631.1517,0.9999988700006385
631.270702,0.9999990441004569
631.389704,0.9999995963800814
631.508706,0.9999988181006985
631.627708,0.9999986952008513
631.74671,0.9999986930008541
631.865712,0.9999992513302802
631.984714,0.9999987628007654
632.103716,0.9999986984008471
632.222718,0.9999988683006403
632.34172,0.9999995309101101
632.460722,0.9999986481009138
632.579724,0.999999446880153
632.698726,0.9999987858007371
632.817728,0.9999989187005845
632.93673,0.9999986698008847
633.055732,0.9999987056008377
633.174734,0.9999988746006333
633.293736,0.9999992602102736
633.412738,0.9999997544800301
633.53174,0.999999636670066
633.650742,0.9999986520009085
633.769744,0.9999987187008209
633.888746,0.9999986859008634
634.007748,0.9999993062802406
634.12675,0.9999987616007668
634.245752,0.9999991118503944
634.364754,0.9999992014703188
634.483756,0.9999987838007396
634.602758,0.9999989494005519
634.72176,0.9999988337006801
634.840762,0.999998809200709
634.959764,0.999998710100832
635.078766,0.9999987971007235
635.197768,0.9999987248008131
635.31677,0.9999988304006839
635.435772,0.9999990953104092
635.554774,0.9999997851500231
635.673776,0.9999988016007181
635.792778,0.9999997688100267
635.91178,0.9999987656007618
636.030782,0.9999987711007551
636.149784,0.9999988602006495
636.268786,0.999999202460318
636.387788,0.9999988878006185
636.50679,0.9999990004304996
636.625792,0.9999988726006355
636.744794,0.9999988604006493
636.863796,0.9999989394005624
636.982798,0.9999987962007245
637.1018,0.9999986874008615
637.220802,0.9999996418800641
637.339804,0.9999986921008553
637.458806,0.9999988716006366
637.577808,0.9999996781500518
637.69681,0.9999988859006206
637.815812,0.9999992851002555
637.934814,0.9999998428800123
638.053816,0.9999991170003898
638.172818,0.999999015150485
638.29182,0.9999988389006741
638.410822,0.9999988725006357
638.529824,0.9999989339005683
638.648826,0.9999990197004804
638.767828,0.999998864200645
638.88683,0.9999988260006891
639.005832,0.9999988733006347
639.124834,0.9999987839007395
639.243836,0.9999989486005527
639.362838,0.9999992108003114
639.48184,0.9999988505006607
639.600842,0.9999989384005635
639.719844,0.9999991125503938
639.838846,0.9999987771007477
639.957848,0.9999989209005822
640.07685,0.9999989142005895
640.195852,0.9999997970400206
640.314854,0.9999988627006468
640.433856,0.9999988194006969
640.552858,0.9999990056004944
640.67186,0.9999989405005613
640.790862,0.9999989368005652
640.909864,0.9999996525900603
641.028866,0.9999995593800971
641.147868,0.9999989741005262
641.26687,0.9999989775005228
641.385872,0.9999989642005365
641.504874,0.9999990332304673
641.623876,0.9999990173004828
641.742878,0.9999989936005064
641.86188,0.9999995247501129
641.980882,0.999998852800658
642.099884,0.9999992580802752
642.218886,0.999999992758
642.337888,0.9999989670005336
642.45689,0.9999992581302752
642.575892,0.9999993632602027
642.694894,0.9999989317005706
642.813896,0.999998897300608
642.932898,0.999998976300524
643.0519,0.9999989557005453
643.170902,0.999998946500555
643.289904,0.9999988470006647
643.408906,0.9999992643202706
643.527908,0.9999994173801697
643.64691,0.9999994330401607
643.765912,0.9999990645504375
643.884914,0.9999991572103551
644.003916,0.9999994284701633
644.122918,0.9999995514201007
644.24192,0.9999989886005115
644.360922,0.9999990022504978
644.479924,0.9999992581502751
644.598926,0.9999989059005985
644.717928,0.9999989584005424
644.83693,0.9999994723301392
644.955932,0.9999989903005098
645.074934,0.9999995846400863
645.193936,0.9999989412005605
645.312938,0.999999045020456
645.43194,0.9999988836006232
645.550942,0.9999988780006295
645.669944,0.9999990869504168
645.788946,0.999999042880458
645.907948,0.9999993206002308
646.02695,0.9999990139004862
