nu,[0]1-1-1-Trichloroethane-PNNL(x-sec)-X=0.01-T=278.06K-P=1.0atm-L=15cm
529.400588,0.9249376029641133
529.52059,0.9150267309320063
529.640593,0.9190001439397188
529.760595,0.9123131332284256
529.880598,0.9121434587658593
530.0006,0.9058577446521388
530.120602,0.909323829655612
530.240605,0.9075396702721854
530.360607,0.9108254524726872
530.48061,0.9134460166355218
530.600612,0.9009279421393758
530.720614,0.9027496558939461
530.840617,0.9018203024475628
530.960619,0.8979867192887904
531.080622,0.9019375467075927
531.200624,0.8958162187929879
531.320626,0.8853696832579445
531.440629,0.8928559690248816
531.560631,0.8889804808575458
531.680634,0.8821175104916298
531.800636,0.891794102357718
531.920638,0.8846439776976164
532.040641,0.8768844949638765
532.160643,0.8603035387264423
532.280646,0.8700714015099773
532.400648,0.8805399325013775
532.52065,0.8878078007619501
532.640653,0.8740042855179564
532.760655,0.8730696010778044
532.880658,0.8855290641447804
533.00066,0.8772967275435773
533.120662,0.8766565346313134
533.240665,0.8815972146628022
533.360667,0.8854936436906284
533.48067,0.8794839183176079
533.600672,0.882726381610248
533.720674,0.8775687316875799
533.840677,0.8790179153425962
533.960679,0.8881541133308086
534.080682,0.8789563862420658
534.200684,0.8806984439548307
534.320686,0.8811565262367583
534.440689,0.8810948474387048
534.560691,0.8824086573066744
534.680694,0.8903950841336923
534.800696,0.8856973306517799
534.920698,0.8836183856418826
535.040701,0.885166071647028
535.160703,0.8862554957736426
535.280706,0.8851749233520029
535.400708,0.8863175358297234
535.52071,0.8877012702178191
535.640713,0.8924631988142937
535.760715,0.8910987741711249
535.880718,0.8901725131851866
536.00072,0.8906711493976789
536.120722,0.906399609584908
536.240725,0.8948671566928443
536.360727,0.8975378381587802
536.48073,0.9037613019245737
536.600732,0.892695269413856
536.720734,0.9001534771768027
536.840737,0.8845555177229191
536.960739,0.913193027129578
537.080742,0.9006847244308663
537.200744,0.9101644331732317
537.320746,0.8958789281231044
537.440749,0.9084631076051443
537.560751,0.909332922939375
537.680754,0.9072719855548922
537.800756,0.9135401064207761
537.920758,0.9115361734707715
538.040761,0.9139512919784771
538.160763,0.9122939748537915
538.280766,0.9141743233024349
538.400768,0.9142255184979919
538.52077,0.92494685238639
538.640773,0.9184599306933413
538.760775,0.9260157831896034
538.880778,0.9271443575758073
539.00078,0.9195112500940934
539.120782,0.921665425821965
539.240785,0.9258009724469131
539.360787,0.9275542459605157
539.48079,0.9223117397920461
539.600792,0.9223347978737657
539.720794,0.9290478820502632
539.840797,0.9335619080390599
539.960799,0.9297412103495744
540.080802,0.9262982610791646
540.200804,0.9366945847347512
540.320806,0.9298955602011756
540.440809,0.9350119210393705
540.560811,0.9361926509676
540.680814,0.9355543852529882
540.800816,0.9369690764591524
540.920818,0.9398264955096368
541.040821,0.9397766860253378
541.160823,0.9326521287681879
541.280826,0.9348726146417199
541.400828,0.933525499834611
541.52083,0.943762248462322
541.640833,0.9446790866584871
541.760835,0.9471602325030173
541.880838,0.9463583274408223
542.00084,0.9439444121545061
542.120842,0.9500411305585278
542.240845,0.9470238512492227
542.360847,0.9427312798517354
542.48085,0.9409248541729842
542.600852,0.9489520580842405
542.720854,0.9472227471413228
542.840857,0.9512132537379494
542.960859,0.9507016386442388
543.080862,0.9529670032587759
543.200864,0.9536743671747527
543.320866,0.9575254295531008
543.440869,0.9578500856998271
543.560871,0.9607702235556967
543.680874,0.9605089295924796
543.800876,0.9590462288448531
543.920878,0.958280256954526
544.040881,0.9537001167302839
544.160883,0.9595872834809868
544.280886,0.9670984296815661
544.400888,0.967909197830047
544.52089,0.9743857563507329
544.640893,0.9730449505209134
544.760895,0.9737565064217404
544.880898,0.9752962577851442
545.0009,0.9757567062761143
545.120902,0.9731782668110922
545.240905,0.9758025679190494
545.360907,0.9766938824867453
545.48091,0.9771491278999271
545.600912,0.9787196902233092
545.720914,0.9736571883233944
