nu,[0]Acrylonitrile-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
641.666338,0.975201658636272
641.78554,0.9749276654680382
641.904742,0.9736250581663303
642.023944,0.9735909818856329
642.143146,0.9732006501686364
642.262348,0.9741402420762303
642.38155,0.9738782335928328
642.500752,0.9739853660907073
642.619954,0.9736425835751055
642.739156,0.972864953855272
642.858358,0.969744155006648
642.97756,0.9628275105479249
643.096762,0.9598022551084099
643.215964,0.9655619649914957
643.335166,0.9693592429872018
643.454368,0.970118548503777
643.57357,0.969927453973151
643.692772,0.969932303622545
643.811974,0.9699449128244517
643.931176,0.9685269209309785
644.050378,0.9694435809099881
644.16958,0.9702398209017069
644.288782,0.9701311601268829
644.407984,0.971499038375426
644.527186,0.9708337894079228
644.646388,0.9703989532808333
644.76559,0.9700991463268294
644.884792,0.9692051271201029
645.003994,0.9672435053264197
645.123196,0.9647676344061789
645.242398,0.9549149500562374
645.3616,0.9514282522272083
645.480802,0.9579525811424053
645.600004,0.9625059798580162
645.719206,0.963928651574696
645.838408,0.9635017257530999
645.95761,0.9631790067334265
646.076812,0.9616199199437901
646.196014,0.9595277909136996
646.315216,0.9628737273776263
646.434418,0.9646161777772335
646.55362,0.9656150723600095
646.672822,0.9649065709487243
646.792024,0.9656913589640072
646.911226,0.9653823871672627
647.030428,0.9643509447995507
647.14963,0.9650561430587604
647.268832,0.9638293720365678
647.388034,0.961387236079047
647.507236,0.9542400637869557
647.626438,0.9425634886177847
647.74564,0.94339802653377
647.864842,0.9514805822201424
647.984044,0.9553810622739959
648.103246,0.9544767446699912
648.222448,0.9558971073672591
648.34165,0.95377450824062
648.460852,0.9536467110191208
648.580054,0.9570640135062567
648.699256,0.956671697690957
648.818458,0.957943959607972
648.93766,0.9575876707288381
649.056862,0.9580522133916313
649.176064,0.9589800569380199
649.295266,0.9601238427267897
649.414468,0.9600537562444584
649.53367,0.9596093542423196
649.652872,0.9590500650374408
649.772074,0.9566420413280046
649.891276,0.9503584972934287
650.010478,0.9339129933163784
650.12968,0.9289958568255883
650.248882,0.9392336520527514
650.368084,0.9453424842026156
650.487286,0.9447631668387122
650.606488,0.9433235010334698
650.72569,0.9453434295455725
650.844892,0.9487357216782848
650.964094,0.9514748733537758
651.083296,0.9502007508761928
651.202498,0.9487565940937575
651.3217,0.9500715323611318
651.440902,0.9524325387012734
651.560104,0.9528088238654879
651.679306,0.9528926747313721
651.798508,0.9525525527618769
651.91771,0.9520316489956844
652.036912,0.9524725417079561
652.156114,0.952418252320341
652.275316,0.9487290805514771
652.394518,0.9396206960429844
652.51372,0.9201128071393675
652.632922,0.9188871138735059
652.752124,0.929969024852247
652.871326,0.9319053735284447
652.990528,0.9297904879395674
653.10973,0.9338887118942121
653.228932,0.9414707488825671
653.348134,0.9446516913622077
653.467336,0.9433348209834018
653.586538,0.9423759371455402
653.70574,0.9444372797649054
653.824942,0.9472426390278769
653.944144,0.9471251882227378
654.063346,0.9469244189651279
654.182548,0.9474074735872585
654.30175,0.9481050221542031
654.420952,0.9478936183066679
654.540154,0.9476917384669347
654.659356,0.945875807746808
654.778558,0.94282838617445
654.89776,0.9366655476527016
655.016962,0.916861366247951
655.136164,0.9033547008308151
655.255366,0.9122766414329372
655.374568,0.9174309139826592
655.49377,0.9156546546226266
655.612972,0.9271925703359222
655.732174,0.9337290305776199
655.851376,0.9363827173668332
655.970578,0.9387190930134803
656.08978,0.9411422329205769
656.208982,0.9416656534995177
656.328184,0.9420122502298924
656.447386,0.9441728743450576
656.566588,0.9448585927374897
656.68579,0.9449615879372345
656.804992,0.9445865126441954
656.924194,0.9455136066783731
657.043396,0.9464577002821863
657.162598,0.9450097822071627
657.2818,0.9428151866694403
657.401002,0.9384393964006275
657.520204,0.9271183978972324
657.639406,0.9022352352139082
657.758608,0.8924988980562263
657.87781,0.8978520313827426
657.997012,0.9030656735733769
658.116214,0.9119966154901988
658.235416,0.9218497773416668
658.354618,0.9307039906551481
658.47382,0.9343333487362468
658.593022,0.9356816293017818
658.712224,0.9383680777166453
658.831426,0.9410537697085185
658.950628,0.9418069139418109
659.06983,0.9427718181683367
659.189032,0.9435178456914953
659.308234,0.9438783383582651
659.427436,0.9437999997072803
659.546638,0.9446686952456868
659.66584,0.9442729619742888
659.785042,0.944455224243693
659.904244,0.9419821063201902
660.023446,0.937750834616758
660.142648,0.928682837968478
660.26185,0.904294678423304
660.381052,0.8774107835316366
660.500254,0.880478296863375
660.619456,0.8926060043502422
660.738658,0.9030205214185114
660.85786,0.913269738565692
660.977062,0.9241480434410848
661.096264,0.9302508481608524
661.215466,0.9349773262382998
661.334668,0.9381541541831355
661.45387,0.9396084810533334
661.573072,0.9402673775147796
661.692274,0.942203498127694
661.811476,0.9436273001098291
661.930678,0.9449578080984424
662.04988,0.944885994033996
662.169082,0.9455731759120051
662.288284,0.9453264135169853
662.407486,0.944994662171608
662.526688,0.944493003208237
662.64589,0.9415375956787709
662.765092,0.9363714808416441
662.884294,0.9210287750009131
663.003496,0.8851306657122855
663.122698,0.8658444547541437
663.2419,0.8838481562910394
663.361102,0.8983549693297986
663.480304,0.9079953695576128
663.599506,0.9192280842388447
663.718708,0.9261074632902293
663.83791,0.931932399176147
663.957112,0.9360475523521332
664.076314,0.9385219827012546
664.195516,0.9399223627013225
664.314718,0.9405316297735649
664.43392,0.94065014422517
664.553122,0.9424305965350016
664.672324,0.9449615879372345
664.791526,0.9463431858287163
664.910728,0.9468363590890119
665.02993,0.9463592737996228
665.149132,0.9451052330153503
665.268334,0.9439736748848528
665.387536,0.9412542355103164
665.506738,0.9342090906642099
665.62594,0.9160255698630151
665.745142,0.8795806668696956
665.864344,0.8634752881885416
665.983546,0.8811653378460786
666.102748,0.8964704033810302
666.22195,0.903679967067524
666.341152,0.9086166508443678
666.460354,0.9165038600333575
666.579556,0.9261741454281144
666.698758,0.934099794594547
666.81796,0.9386815450007251
666.937162,0.9401996807007131
667.056364,0.9406905930510152
667.175566,0.9410123642535779
667.294768,0.941276825883052
667.41397,0.941670361839556
667.533172,0.9427501346658801
667.652374,0.9450116722286172
667.771576,0.9452120359409327
667.890778,0.9448548133106776
668.00998,0.9435650227631969
668.129182,0.9401526718919081
668.248384,0.9326605226751193
668.367586,0.9181798431300046
668.486788,0.8945450624968688
668.60599,0.8688802198356663
668.725192,0.869132231639364
668.844394,0.8859187826647911
668.963596,0.9039239936007317
669.082798,0.915636341712664
669.202,0.9213576409726715
669.321202,0.9300871384184559
669.440404,0.935028751405422
669.559606,0.9367788910411042
669.678808,0.9387650913759887
669.79801,0.9392665258058607
669.917212,0.9391265855193258
670.036414,0.9381297624922201
670.155616,0.9390354946585087
670.274818,0.9400398603401096
670.39402,0.9409464956935067
670.513222,0.9421168193931492
670.632424,0.9411384683591744
670.751626,0.9376383112681399
670.870828,0.9349969609683147
670.99003,0.928789642635995
671.109232,0.9226890424467542
671.228434,0.9113174310392803
671.347636,0.899289744496734
671.466838,0.879985367050361
671.58604,0.8899677970504121
671.705242,0.9121762965214509
671.824444,0.9232585172508548
671.943646,0.9267439177145722
672.062848,0.9289484792450288
672.18205,0.9326437349368013
672.301252,0.9351428318718604
672.420454,0.9365503448754563
672.539656,0.9359371052574624
672.658858,0.9360709538334593
672.77806,0.936414554920459
672.897262,0.9354627054156187
673.016464,0.9352167110737684
673.135666,0.9346987445058205
673.254868,0.9329207712639357
673.37407,0.9303206195908603
673.493272,0.9297161076757825
673.612474,0.9294028461350301
673.731676,0.926826401593727
