nu,[0]Cyanogen-PNNL(x-sec)-X=0.01-T=278.13K-P=1.0atm-L=15cm
673.818458,0.999910663990699
673.93766,0.9999328452549808
674.056862,0.9999436315887587
674.176064,0.9998921158199168
674.295266,0.9999140686923064
674.414468,0.9999161115188354
674.53367,0.9999018298190077
674.652872,0.9999551920039083
674.772074,0.9998739779414468
674.891276,0.9998925557725445
675.010478,0.9998952454871372
675.12968,0.9998766476085319
675.248882,0.9998908659555531
675.368084,0.9999120478680156
675.487286,0.9998900560442797
675.606488,0.9998620495160432
675.72569,0.999878037438038
675.844892,0.9998510310969692
675.964094,0.999849741289971
676.083296,0.9998403127513662
676.202498,0.9998370632756302
676.3217,0.9998590199386229
676.440902,0.9998328839654405
676.560104,0.9998451819855458
676.679306,0.9998535507247422
676.798508,0.9998414825652164
676.91771,0.9998499912524375
677.036912,0.9998903960069566
677.156114,0.9998146471799569
677.275316,0.9998766876035986
677.394518,0.9998503012059828
677.51372,0.9998376031877901
677.632922,0.9998392929147673
677.752124,0.9998493813441288
677.871326,0.9998193063270685
677.990528,0.9998503511984992
678.10973,0.9998505611670949
678.228932,0.9998015097018064
678.348134,0.9998037192655844
678.467336,0.9998286546812862
678.586538,0.9997945411095693
678.70574,0.9998356535063648
678.824942,0.9998036992695102
678.944144,0.9998386130242792
679.063346,0.9997973705321243
679.182548,0.9997893921809411
679.30175,0.9997940812041862
679.420952,0.9997895621451522
679.540154,0.9997973305402302
679.659356,0.9997950710008165
679.778558,0.9997894521683064
679.89776,0.9997810939634236
680.016962,0.999756169731433
680.136164,0.9997707462826505
680.255366,0.9998215859176857
680.374568,0.9997560997485035
680.49377,0.9998014997037913
680.612972,0.9997464521486907
680.732174,0.9997906319205561
680.851376,0.9997634479828414
680.970578,0.9997660773641672
681.08978,0.9997791343943998
681.208982,0.9997536003613784
681.328184,0.9997951709803287
681.447386,0.9997631280585892
681.566588,0.9997599988048957
681.68579,0.9997391440288367
681.804992,0.9997519807618577
681.924194,0.9997542701965151
682.043396,0.9997655674835978
682.162598,0.99973349551863
682.2818,0.9996958462641287
682.401002,0.9997509410203383
682.520204,0.999739533927179
682.639406,0.9997143508055021
682.758608,0.9997123813701708
682.87781,0.999784483227077
682.997012,0.9997413834470275
683.116214,0.9997196093168171
683.235416,0.9996777319395107
683.354618,0.9996750328132783
683.47382,0.999717389941748
683.593022,0.9997362947763364
683.712224,0.9997054733814827
683.831426,0.9997292566575954
683.950628,0.9997157104179437
684.06983,0.9996755626411861
684.189032,0.9996955063675987
684.308234,0.9996958962489223
684.427436,0.9997059832314041
684.546638,0.9997083325432252
684.66584,0.9997143308112152
684.785042,0.9997083125490588
684.904244,0.9996968159695698
685.023446,0.9997100020575346
685.142648,0.9996827403374937
685.26185,0.9997049335406728
685.381052,0.999723098344342
685.500254,0.9997351450802585
685.619456,0.9997145507483922
685.738658,0.9996825004136648
685.85786,0.9997083625344756
685.977062,0.9997365946972698
686.096264,0.9997009447259457
686.215466,0.9996969259362257
686.334668,0.9997174399276187
686.45387,0.9997070529173785
686.573072,0.9996913076552894
686.692274,0.9997311161557422
686.811476,0.9996992852237548
686.930678,0.9996904079335173
687.04988,0.9996845497648913
687.169082,0.9997014645705721
687.288284,0.9996905178994682
687.407486,0.9996604476609484
687.526688,0.9996998850435059
687.64589,0.9996820305630001
687.765092,0.9996527303120815
687.884294,0.9996380355249529
688.003496,0.9996115354718909
688.122698,0.9996818506202507
688.2419,0.9996321276816206
688.361102,0.9996633466804502
688.480304,0.9996889983710359
688.599506,0.9996948465687823
688.718708,0.9996837700112465
688.83791,0.9997055233667577
688.957112,0.9997062831432441
689.076314,0.9996544597128009
689.195516,0.9997307362579901
689.314718,0.9997110017680365
689.43392,0.9997097921184562
689.553122,0.9996744929889063
689.672324,0.9996568488898147
689.791526,0.9996536100068713
689.910728,0.9996574486841039
690.02993,0.9996203120997017
690.149132,0.99964755212435
690.268334,0.9996533600935
690.387536,0.9996894082436092
690.506738,0.999675102790533
690.62594,0.9996411144148438
690.745142,0.9997261075153968
690.864344,0.9996626069298474
690.983546,0.9996476820785403
691.102748,0.9996378156046093
691.22195,0.9996413143430867
691.341152,0.999620422057942
691.460354,0.9996612173997895
691.579556,0.9995692428025328
691.698758,0.9996526603363929
691.81796,0.999693676926496
