nu,[0]Bromochloromethane-PNNL(x-sec)-X=0.01-T=278.22K-P=1.0atm-L=15cm
648.120962,0.9911492009807028
648.251965,0.9907935413594076
648.382968,0.9911444434759561
648.51397,0.991352010853966
648.644973,0.9916439078510911
648.775976,0.9916373630228973
648.906978,0.9918276764928547
649.037981,0.9915427653308465
649.168983,0.9913036340562398
649.299986,0.9917513087019625
649.430989,0.9916436103579634
649.561991,0.9918562415412725
649.692994,0.9920612794163335
649.823996,0.9924238448445019
649.954999,0.9920731842231151
650.086002,0.9924653290282297
650.217004,0.9924769409405089
650.348007,0.9923425686599142
650.47901,0.9928576288395985
650.610012,0.9925168393154867
650.741015,0.9925726203292881
650.872017,0.9929100531063897
651.00302,0.9926772429969885
651.134023,0.9928708339338758
651.265025,0.9931374555451365
651.396028,0.9930832317203877
651.527031,0.9929732041939506
651.658033,0.9930844234209808
651.789036,0.9937254676100771
651.920038,0.9935590325335791
652.051041,0.9936454759296428
652.182044,0.993264088643407
652.313046,0.9937564723283376
652.444049,0.993766906826078
652.575052,0.9939181696601066
652.706054,0.9940968922136876
652.837057,0.9939988790922416
652.968059,0.994037446996963
653.099062,0.994226530900691
653.230065,0.9937999004350756
653.361067,0.9945310096777746
653.49207,0.9943406746581647
653.623072,0.9946111721076571
653.754075,0.9945552765304652
653.885078,0.9944822788522154
654.01608,0.9948679143823435
654.147083,0.9947518200709698
654.278086,0.9947297368256892
654.409088,0.9946580193971084
654.540091,0.9950576537846931
654.671093,0.9948727892470673
654.802096,0.9955469443850693
654.933099,0.9948577667813696
655.064101,0.9950696940551474
655.195104,0.995260268148446
655.326107,0.9953664680847233
655.457109,0.9955151869440774
655.588112,0.99564341755803
655.719114,0.9956253965752626
655.850117,0.9953853802272817
655.98112,0.9958261348889543
656.112122,0.995733129071395
656.243125,0.9956245005128089
656.374127,0.9958502341730188
656.50513,0.9958423669872443
656.636133,0.9959709385359372
656.767135,0.9959451432226798
656.898138,0.9956624345289169
657.029141,0.9960653610564671
657.160143,0.9956604432060391
657.291146,0.9957548362902165
657.422148,0.9959649627282334
657.553151,0.9960120729851193
657.684154,0.9957950655982292
657.815156,0.9962112953212858
657.946159,0.9961274178615104
658.077162,0.9963006594823989
658.208164,0.9956960884879527
658.339167,0.9962433738414566
658.470169,0.9966137463329767
658.601172,0.9962649925572311
658.732175,0.9964816041114358
658.863177,0.9966406552673966
658.99418,0.9967670373149371
659.125183,0.996485888991546
659.256185,0.9961505282856846
659.387188,0.9966217192748391
659.51819,0.9971468779111928
659.649193,0.9966972660643473
659.780196,0.9972106973535795
659.911198,0.9970964235556765
660.042201,0.9970135682855632
660.173203,0.9969131740741701
660.304206,0.9972335337400245
660.435209,0.9970897430320185
660.566211,0.9974417778417971
660.697214,0.9970310161756768
660.828217,0.9971359093558629
660.959219,0.9970964235556765
661.090222,0.9970801710164311
661.221224,0.997264947091095
661.352227,0.9977247922178618
661.48323,0.9975636726746719
661.614232,0.9974006840870872
661.745235,0.9974729982580405
661.876238,0.9975547943974935
662.00724,0.9976565501759785
662.138243,0.9980558922303742
662.269245,0.9979653726660732
662.400248,0.9980341348490799
662.531251,0.998156700966245
662.662253,0.998081842020918
662.793256,0.9980159707931191
662.924258,0.9982942564369923
663.055261,0.9984772605460115
663.186264,0.9980906251797736
663.317266,0.9980667710988892
663.448269,0.9984210478586447
663.579272,0.998391095676494
663.710274,0.9982624113581438
663.841277,0.9980677691661594
663.972279,0.9984834511242177
664.103282,0.9984169543407402
664.234285,0.9980594852380537
664.365287,0.9983960876444522
664.49629,0.9984609854993065
664.627293,0.9984153568748912
664.758295,0.9982309665874437
664.889298,0.9983650380089508
665.0203,0.9988157018352477
665.151303,0.9985322781587889
665.282306,0.9985448597447575
665.413308,0.9982598158792483
665.544311,0.9984522989265193
665.675314,0.9985133062257378
665.806316,0.9978937213246297
665.937319,0.9986230488683397
666.068321,0.9987411929631063
666.199324,0.998287967202988
666.330327,0.9983596468523017
666.461329,0.9986876618698096
666.592332,0.9984255407634691
666.723334,0.9982616127485341
666.854337,0.9983223088997335
666.98534,0.9982768862680512
667.116342,0.998508313671688
667.247345,0.9981078922969494
667.378348,0.9982891651492674
667.50935,0.9982392519388505
667.640353,0.9981017040472008
667.771355,0.9981927350735615
667.902358,0.9983965868426209
668.033361,0.9982743905789552
668.164363,0.9982249772196122
668.295366,0.9985012242878283
668.426369,0.9981044987358846
668.557371,0.9980372287596935
668.688374,0.9982548245926471
668.819376,0.9979376296143433
668.950379,0.9980349332767071
669.081382,0.997954694493714
669.212384,0.9977105248553451
669.343387,0.9978674770648724
669.474389,0.9980720608667939
669.605392,0.9977072324160455
669.736395,0.9977397582019897
669.867397,0.9979844339867262
669.9984,0.9980466103537372
670.129403,0.9981819546502372
670.260405,0.9980482072295913
670.391408,0.9980233561386287
670.52241,0.9981808566506909
670.653413,0.997997807067741
670.784416,0.997757218800538
670.915418,0.99753743709508
671.046421,0.9980972125996382
671.177424,0.9982313658799101
671.308426,0.9978589952273652
671.439429,0.9976668260913663
671.570431,0.9979541955164914
671.701434,0.9980179668270567
671.832437,0.9977786708113505
671.963439,0.997747440827706
672.094442,0.9978688740803182
672.225445,0.9978542055156835
672.356447,0.9981373369140781
672.48745,0.9979300453171785
672.618452,0.9985322781587889
672.749455,0.9978122965191469
672.880458,0.9980744562426145
673.01146,0.9982185886002016
673.142463,0.9980932202187727
673.273465,0.9979201658586333
673.404468,0.9980838381865982
673.535471,0.9982554235457216
673.666473,0.9981970273115507
673.797476,0.998152907977988
673.928479,0.9981057962725763
674.059481,0.9977691919590025
674.190484,0.9985938895010417
674.321486,0.9985068159103409
674.452489,0.9982489349065566
674.583492,0.9985608365903278
674.714494,0.9984798565902637
674.845497,0.9981218659052565
674.9765,0.9981550041012957
675.107502,0.9983680331085575
675.238505,0.9984514003198547
675.369507,0.9981563017036444
675.50051,0.9982878673741962
675.631513,0.9983518596774262
675.762515,0.997959484687744
675.893518,0.9981346419469066
676.02452,0.998187843941143
676.155523,0.9981799582883242
676.286526,0.9984342271034593
676.417528,0.997992717291904
676.548531,0.99808274029498
676.679534,0.9978734642876964
676.810536,0.9982699981812999
676.941539,0.9979429186977963
677.072541,0.9981109864362114
677.203544,0.9979939148838832
677.334547,0.9977221981367744
677.465549,0.9982606144874204
677.596552,0.9983169179738209
677.727555,0.9982554235457216
677.858557,0.9980877307211576
677.98956,0.9983143223532085
678.120562,0.9981662833165694
678.251565,0.9980255517924274
678.382568,0.9980959150741053
678.51357,0.9979410226080521
678.644573,0.9985040200951705
678.775576,0.9982541258145146
678.906578,0.998119969475513
