nu,[0]Myrcene-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
613.050661,0.9959983281133519
613.170263,0.9992718552261624
613.289866,1.0003406880209862
613.409468,1.002206631034654
613.529071,1.0003753204150887
613.648673,0.9976861810155346
613.768275,0.9969230435634474
613.887878,0.9970504584700539
614.00748,0.9970039970012499
614.127083,1.002005107545019
614.246685,1.0028133500624157
614.366287,1.0021144322658073
614.48589,0.9968582456715701
614.605492,0.9974418775859799
614.725095,0.9982532273862056
614.844697,0.9982657056295368
614.964299,1.0016714953937125
615.083902,1.0027262093686131
615.203504,1.002663942004433
615.323106,0.9989639370841835
615.442709,0.9984006802770184
615.562311,0.9973211944202708
615.681914,0.9975755437530096
615.801516,0.9988954105085879
615.921118,1.002763712030139
616.040721,0.9998381630970047
616.160323,0.9989831173759057
616.279926,0.9971232458102278
616.399528,0.9958787158970028
616.51913,0.9977132186773988
616.638733,0.9990737991890017
616.758335,1.0042495036422747
616.877938,1.002156622171497
616.99754,0.9995694227250127
617.117142,0.9964490196957395
617.236745,0.9949003476050109
617.356347,0.9978281618607907
617.47595,0.9976190389949066
617.595552,1.0008727906602932
617.715154,1.0056934464091862
617.834757,0.9993581760571598
617.954359,0.9991184088300383
618.073961,0.9977288828978959
618.193564,0.9980423187625397
618.313166,0.9976778004868123
618.432769,1.0040910455732706
618.552371,1.0028605836835467
618.671973,1.0012079289592237
618.791576,0.9979219621165485
618.911178,0.9977498354244374
619.030781,0.9970159611209984
619.150383,0.9989606405086304
619.269985,1.0005012655916286
619.389588,1.0042109412017386
619.50919,1.0021673453047228
619.628793,1.0008741418394727
619.748395,0.9954052881339647
619.867997,0.9968321283276722
619.9876,0.999635126582502
620.107202,1.0005356834271484
620.226805,1.003963232918617
620.346407,1.001875456472708
620.466009,0.9989290738511462
620.585612,0.9972144867614293
620.705214,0.9986733807383552
620.824816,0.9977318760890344
620.944419,0.999481784320152
621.064021,1.003311069520702
621.183624,1.0028617871169692
621.303226,1.0015704318385694
621.422828,0.9985778122688427
621.542431,0.9984917385712548
621.662033,0.9999454434882606
621.781636,1.0004087435128735
621.901238,1.0018106372275994
622.02084,1.0025564621908711
622.140443,1.000383233415169
622.260045,0.9996767422590459
622.379648,0.9966105571740911
622.49925,0.9992690872469571
622.618852,1.0023718082976811
622.738455,1.0015684286997089
622.858057,1.002236196566359
622.97766,1.0007394332460728
623.097262,0.9989833171725492
623.216864,0.9955649639478392
623.336467,0.9983094306250138
623.456069,1.0013102576384698
623.575672,1.003463584394106
623.695274,1.0032159601395674
623.814876,1.0024801705470323
623.934479,0.9991884494853936
624.054081,0.9980251525822865
624.173683,0.9985880976732788
624.293286,1.000270856675047
624.412888,1.002791990365541
624.532491,1.004159928581657
624.652093,1.0035023188360335
624.771695,0.9993624333320578
624.891298,0.9989691317101623
625.0109,0.9975967923383882
625.130503,1.0007614297405563
625.250105,0.9999793022142022
625.369707,1.003588523387654
625.48931,1.0017618502375392
625.608912,0.9998136573639461
625.728515,0.9998451719870941
625.848117,0.9973576970439805
625.967719,0.9997233282806811
626.087322,1.0028780336095167
626.206924,1.003225591059013
626.326527,1.0008922878521573
626.446129,1.000775270366837
626.565731,0.9978541057302679
626.685334,0.9995920332410787
626.804936,0.9994375682240809
626.924538,1.003273847370498
627.044141,1.004419035266556
627.163743,1.0038824171312462
627.283346,1.0006316093812555
627.402948,0.9984465079199795
627.52255,0.9993856387971741
627.642153,0.9997045936410532
627.761755,1.0014452433590326
627.881358,1.0031894755878172
628.00096,1.0031124335945425
628.120562,1.0029241670601239
628.240165,0.9978501143218278
628.359767,0.9983704291947123
628.47937,0.9978300577360992
628.598972,1.0009947344204329
628.718574,1.0038001021480019
628.838177,1.0044649382653434
628.957779,1.0006957519231634
629.077382,0.99906585658387
629.196984,0.9975899089442688
629.316586,0.998646217191825
629.436189,0.9990768163964313
629.555791,1.0031111295492265
629.675394,1.0048463055348371
629.794996,1.0025252831697333
629.914598,0.9996345867796794
630.034201,0.9996196523505134
630.153803,0.9970682061261683
630.273405,1.0007643519681975
630.393008,1.002470947771888
630.51261,1.003279365391833
630.632213,1.0018892824494063
630.751815,0.9998973452693575
630.871417,0.9964370623792472
630.99102,0.9973817336541192
631.110622,0.9987786464600911
631.230225,1.0010656674204403
631.349827,1.0034256541875013
631.469429,1.003740177070685
631.589032,1.000260503925256
631.708634,0.9978025180065557
631.828237,0.9978977129074982
631.947839,0.9985933902042217
632.067441,1.0009836134307106
632.187044,1.002907418366386
632.306646,1.003040914227723
632.426249,0.9988769311144284
632.545851,0.9987299072513902
632.665453,0.9974542459419455
632.785056,0.9981890417672744
632.904658,1.0028749246924313
633.02426,1.0038867338349209
633.143863,1.0033951505112721
633.263465,0.9994741283190066
633.383068,0.9992029777910697
633.50267,0.9973459282925912
633.622272,0.9985711218199136
633.741875,0.9983410775355654
633.861477,1.0033683602184056
633.98108,1.0039506834566398
634.100682,1.0010220219088197
634.220284,0.9978139928014929
634.339887,0.9979310432477229
634.459489,0.9976048729051323
634.579092,0.9987342017992247
634.698694,1.0028660994319252
634.818296,1.003937230607616
634.937899,1.001052253230372
635.057501,0.9976156470959402
635.177104,0.9974494581730557
635.296706,0.9974138498630111
635.416308,0.9970944293648235
635.535911,1.002552552228293
635.655513,1.0014894080680894
635.775116,1.0000893339900432
635.894718,0.9984440118068298
636.01432,0.9972438052983205
636.133923,0.9974048731787575
636.253525,0.9975513029618231
636.373127,1.0021159354385831
636.49273,1.002032863470916
636.612332,1.0008073157040374
636.731935,0.9989522492744934
636.851537,0.9965955084682958
636.971139,0.996062671683623
637.090742,0.9977839590523196
637.210344,0.9998829468512545
637.329947,1.0026071928313323
637.449549,1.0015797464868985
637.569151,0.997589609667341
